text,label
Lilo Using LILO as the master boot record. ,16
"Indy Web Productions Offering design, custom logos, e-commerce solutions, search engine submission, maintenance, hosting and domain name registration. Located in Fishers, Indiana, United States. ",9
"GCH Guitar Academy Uses audio, video, and e-publishing to demonstrate guitar techniques. Flash, Shockwave, Acrobat, IM. Free sample lesson. ",11
"Karbo's PC Hardware Guide An illustrated guide to PC hardware. Understand the basic architecture of CPUs, buses, drives, and countless other computer components. ",8
"ComBBAT Robotics (Team 21) Website for ComBBAT Robotics team from Titusville, FL. Pictures of previous years' robots, robotics news, and robotics awards. ",14
"DMDW'2001 3rd International Workshop on Design and Management of Data Warehouses. Interlaken, Switzerland, June 4, 2001. ",3
"Extenia, LLC. Network Services Information technology provider in Southeast Michigan (Detroit area). Designs, deploys, supports, and monitors PC networks. ",4
"Rapid Computer Training Scheduled training courses in MS Excel, PowerPoint, Word, Access and Outlook. Located in Vancouver, BC, Canada. ",6
"Lexikon Sonate Generates piano music in realtime, can also be used as a meta-instrument for improvising complex piano music. ",11
"OpenGL on the Macintosh (Apple Developer) OpenGL library for 3D graphics, with SDK available for download. ",17
"Wireless Review White papers, web casts and case studies for mobile computing. ",10
"5-Star Solutions Provide small and medium business, SOHO, Teleworker and residential clients with computer and network technical support including broadband support, Remote Data Backup services and POS systems designed for pizzerias. ",4
"Sergey Satskiy Contains articles, C++ code snippets, finite state machine C++ template, C++ readline wrapper, UNIX demonisation framework, and a C++ coding standard. ",13
"Twiddlebit Software EPOC and SIBO (Psion) project planning and advanced OPL development tools (Plan, Plan5, OPP, OPPDBG, GPRINTER.OPX). ",10
"Computer Control + Integration, Inc. Providers of Computer Integrated Manufacturing Systems, for textiles, food and beverage, plastics, and rubber compounding industries. Products/services include production monitoring, control systems, inventory management, complete systems integration. ",2
"Apple Computer, Inc. Apple's main homepage. ",17
"Why 'Free Software' is Better Than 'Open Source' An essay from the Free Software Foundation arguing that the term ""free software"" is a better choice than the term ""open source"". ",12
"Warbasse, Philip - Warbasse Design Offers design, multimedia, marketing, and flash services. ",9
"Meltzer, Kevin Author of 'Writing CGI Applications with Perl' book. Resume, author's articles, Perl poetry, list Perl books author suggest read. ",13
"Open Storage Solutions High performance data storage: backup, RAID, servers and networking. ",8
Robotics Institute: Robot Learning Lab Offers details regarding Carnegie Mellon University research initiatives and lists publications and related personnel. ,14
Crux Editions Scientific publisher and consultant specializing in language technology. ,0
"Online courses: REBOL scripting basics Free, dW-exclusive tutorial introduces you to REBOL, a powerful Internet-enabled scripting language. [IBM developerWorks] ",13
Laser Byte Specializes in bespoke software for vehicle recovery and membership systems. ,2
"NetDotSolutions Services include computer and network consulting, maintenance, support, as well as sales. ",4
"Nokians Discussion about Nokia and other cellular phones. Provides free ringtones, wallpaper and Nokia themes. ",10
"Advanced Designs, Inc. Die Designer 2002 software for AutoCAD, as well as related services. ",1
Telsis Limited Supplier of products and solutions for enhanced voice and video telecommunications services. England ,10
"Technology and Media WorX CD duplication services, colour labels, packaging options, and management of CD duplication projects. ",8
"Boost Consulting Dedicated to support and development services for the Boost libraries and associated tools. The Boost libraries are a peer-reviewed, open collaborative development effort. ",13
"CDI Computer Dealers Inc. Offers refurbished desktops, laptops, monitors, servers, and printers. Includes inventory, specials, and contact information. Located in Ontario, Canada. ",8
"Xiam Technologies Supplies solutions for personalization, intelligent recommendations and automated promotion of mobile content. ",10
Railfans &amp; Model Railroaders ICQ List List bringing rail enthusiasts and model railroaders together. ,9
VirtualDub A free video capture and AVI/MPEG-1 processing utility. ,11
Harris Corporation Provides information on the development of a high-security wireless local area network interface card. Includes a product overview and data sheets. ,5
Visidata.net Online outsourced website statistics service provides a complete outsourced ASP service analyzing site behavior and e-commerce transactions. ,16
"Mobitex Operators Association Trade organization for wireless data network operators and developers. Provides information on membership, news, and meetings. ",5
"epcEdit Validating XML/SGML document editor for Windows, Linux, and Solaris. [Freeware - soon to be Open Source] ",5
"TerraCare Software, Inc. Offers design and programming services. ",9
"ex-YU ZX Scene About the ZX scene in former Yugoslavia, with downloads of various games, utilities and demos mostly in Slovenian or Serbo-Croat. [English/Slovenian] ",17
Supercool Virtual Pets Downloadable animated virtual computer pets and eggs plus hatchlings for webpage. ,7
"Crystal Button Software for creating professional quality navigation bars, and web site buttons with different mouseover effects. Create a variety of three-dimensional glassy, metallic, plastic and even XP style buttons. [Windows 95/98/Me/NT4.0/2000/XP] ",7
"Online Data Solutions, Inc. Provides used storage and networking equipment locally, nationally, and internationally to dealers, brokers, lease and service companies, and end-users. ",8
"AHits Sells mainstream, targeted and casino pop-under traffic. ",9
Covad Connects homes and businesses to the Internet via DSL through partner ISPs. ,5
Free SMS Send short message to all major mobile networks and pagers in USA. ,10
"Kartik CAD/CAM Consultants MOST 2D is an automatic nesting and cutting software for reducing scrap in CNC gas, plasma and laser cutting applications. ",1
Corporate Computer Cleaners provides quality computer support services and maintenance to companies throughout California. ,4
VSAT Systems LLC VSAT Systems provides an industrial strength satellite Internet solution. VSAT Systems Satellite Internet service is available with upstream speeds of 512 kbps and downloads of 2 mbps. ,5
"Green, Frederic Clark University. ",3
"Omtool Ltd Designs, develops, markets and supports open, client/server facsimile software. ",5
"i d ~ arts Passface system: It works by showing a number of groups of human faces. Somewhere within each group, in a position that varies randomly, is a face that user recognise authenticate to the system by finding those familiar faces - passfaces. ",15
