file_name,text,class,Y
Health_1626988.txt,"CareNet Pregnancy Resource Center of Southeast Connecticut Non-profit pregnancy resource center for men and women. Individual counseling and pregnancy tests. Located in Groton, CT. ",Reproductive,11
1581251.txt,"The Man with the Golden Healing Hands Kurt Hach offers hands-on healing. Los Angeles, Ventura County, California. ",Alternative,1
Health_1628217.txt,Nathan Windisch Detailed diary and pictures of Nathan's birth and first three years. ,Reproductive,11
1579085.txt,Teens Against Smoking in Kansas Kansas youth speaking out about big tobacco companies. Join with other teens in Kansas and help create one strong voice working to expose Big Tobacco's lies. ,Addictions,0
1618376.txt,"National Association of Neonatal Nurses NANN has news, membership and meeting information, research projects, and links. ",Nursing,6
1585856.txt,"Alaska Division of Occupational Licensing: Board of Veterinary Examiners Includes contact information, applications for licences, and regulations. ",Animal,2
1618932.txt,Nourishing Wisdom Information about holistic health management; program of classes held by Holly Anne Shelowitz about healthy nourishment. ,Nutrition,7
1578129.txt,"Jeff VanVonderen Information about workshop, consultation on addictions, abuse, and recovery. Family and Corporate interventions and training. ",Addictions,0
1620501.txt,"How Stuff Works: Caffeine Thorough explanation about a popular addictive drug found in foods and beverages consumed by many each day, with a collection of related links. ",Pharmacy,8
1606448.txt,KingsHead Hair Institute About the services offered including hair restoration by the Milwaukee facility. ,Medicine,4
Health_and_Safety_1624535.txt,"Professional Fire Fighters of Wolfeboro Located in Wolfeboro, NH. Find station and apparatus information, news and events and an event calendar. ",Public,10
Health_1614031.txt,"Phillip Stacey - Clinical psychology serving Brisbane Northside. Find the services offered, fees, and contact details. Carseldine, Queensland. ",Mental,5
1618951.txt,"Produce for Better Health Foundation A nonprofit organization designed to increase consumption of fruits and vegetables to 5 or more servings a day to improve health of Americans. Recipes, cooking for kids, tips for seasonal shopping, and links to related sites. ",Nutrition,7
1619128.txt,"Wisconsin Dietetic Association Resource for state dietetic professionals with information about employment openings, government nutrition news, continuing education programs, consumer tips, and membership enrollment. ",Nutrition,7
1607263.txt,"Doc's Diving Medicine Original articles, ongoing research and useful links related to diving and undersea medicine from the University of Washington and Dr Edmond Kay. ",Medicine,4
1583913.txt,Lang Institute for Canine Health Massage school for the therapist dedicated to animal massage. ,Animal,2
1578053.txt,"Homewood Health Centre Inc. Noted Royal City mental health facility and provider, with information on health services and facilities, as well as, corporate details for investors. ",Addictions,0
1577398.txt,Sonoma County A directory of AA meetings by the Sonoma County Intergroup Fellowship. ,Addictions,0
Health_1628805.txt,"The Orchard Independent living, assisted-living, Alzheimer's care and skilled nursing in Ridgeland, MS. Photos, floor plans, amenities and services, and contact information. ",Senior,12
1587240.txt,"Sherwood South Animal Hospital Small animal clinic in Baton Rouge. List of services, hours of operation, driving directions, and links. ",Animal,2
1580954.txt,Christian Life Coaching Roslyn Barker assists her clients to get where they want to be by building on their strengths and reconnecting with their values. ,Alternative,1
Health_1628935.txt,"Twilight Adult Family Homes Offers senior citizens, care in an intimate family environment. Located on Mercer Island, Washington. ",Senior,12
Health_1628958.txt,"Maungatapere Rest Home A purpose built licensed cottage-style residential care facility located in Whangarei, New Zealand. Information about the facility, its services and contact details. ",Senior,12
Health_1614370.txt,"My Chicago Therapist Multi-provider practice located in Chicago, Illinois. Description of services offered, brief biographies of providers, and FAQs. ",Mental,5
Health_1628986.txt,"Senior Solutions Provides care for aging loved ones in Allentown, Easton, Reading and Bethlehem, Pennsylvania and surrounding communities. ",Senior,12
1623142.txt,Morningstar Midwifery Belfast. Homebirth and waterbirth options. Includes birth stories. ,Professions,9
and_Diseases_1595719.txt,"Crusaid Information about this charity's latest fundraising events, job vacancies and news. ",Conditions,3
Health_1628841.txt,"Faatz-Crofut Home for the Elderly Adult care and respite care in Auburn, New York. Services and amenities, photos, frequently asked questions, and contact information. ",Senior,12
1578991.txt,"Smokenders Australia website Instructional and group program; claims 92% success rate, but doesn't mention how or when that number was arrived at. The usual testimonials. ",Addictions,0
1620668.txt,"Clomid: What, Why and How What to expect when taking clomiphene as a fertility drug. ",Pharmacy,8
Health_and_Safety_1626228.txt,"University of Saskatchewan: Department of Community Health and Epidemiology Providing an overview of graduate programs, online journals, seminar schedules, selected featured sites and health news providers and a what's new section. ",Public,10
Health_1628471.txt,Warning about use of psychotropic drugs This is a warning about the use of psychotropic drugs in nursing homes and the importance of Power of Attorney. Also includes Chicago Tribune story concerning this topic. ,Senior,12
Health_1615439.txt,"The Mississippi Council for Problem and Compulsive Gambling Offers helpline, training for health care providers and public awareness program. Also, conducts research and develops prevention and education programs for adolescents. ",Mental,5
1584226.txt,"Respiratory Diseases The American Poultry Association provides information on several infectious diseases, the incubation periods and length of treatment. ",Animal,2
Health_1627589.txt,"Fertility Center of New England Provides services for the evaluation, diagnosis, and treatment of both female and male infertility. Based in Reading, Massachusetts; satellite locations in New Hampshire include an office in Manchester and patient-monitoring locations in Concord, Dover, Nashua, Petersborough and Portsmouth. ",Reproductive,11
1621054.txt,Lopid Full prescribing information from RxList. ,Pharmacy,8
1582319.txt,Iridology Concept for Health Saskatchewan practitioner's page that offers Iridology services and health programs. ,Alternative,1
1619174.txt,WASH Ã¢ÂÂ World Action on Salt and Health Global group with the mission to improve the health of populations throughout the world by achieving a gradual reduction in salt intake. ,Nutrition,7
Health_1627170.txt,"Miami Valley Women's Center Located in Dayton and Huber Heights. Pregnancy and ultrasound testing, peer counsel and education, individual and group support, and maternity/baby items. ",Reproductive,11
Health_1628790.txt,Community Care Group Skilled nursing homes and assisted living centers located throughout Michigan. ,Senior,12
and_Diseases_1597027.txt,Ehrlichiosis Description of the disease and diagnostic tests. ,Conditions,3
1619071.txt,"Vesanto Melina, RD, MS Registered Dietitian who offers consultation in vegetarian and vegan nutrition and foods. Holds nutrition seminars and presentations. Provides links to vegan organizations, food guides, and nutrients in foods. ",Nutrition,7
1611542.txt,"Miami Plastic Surgery Clinic offering full services in Miami and Southern Florida, with testimonials and physician qualifications. ",Medicine,4
1584637.txt,"Lymphoma (Feline) Lymphoma is a cancer of lymphocytes and one of the most common forms of cancer diagnosed in cats. Diagnosis, overview and treatment. ",Animal,2
1621119.txt,RxList: Hydrea Full prescribing information from RxList. ,Pharmacy,8
1623156.txt,Maureen Rayson New York City. Midwifery services with the option of hospital births. Also offers prenatal care. ,Professions,9
1577608.txt,Northwest Montana AA meeting schedule. Special events include camping. By Flathead Valley Intergroup of Alcoholics Anonymous ,Addictions,0
and_Diseases_1591838.txt,"TruncusArteriosus.com A community website providing forums, information, links, and newsfeeds. Also offers a medical dictionary and details about child safety. ",Conditions,3
